date,open,high,low,close,volume
2005/7/19,14360,14395,14230,14260,33378
2005/7/20,14185,14190,13950,14060,34046
2005/7/21,14090,14155,14065,14115,25822
2005/7/22,13880,14075,13840,14045,29138
2005/7/25,14120,14150,14020,14130,26020
2005/7/26,14130,14185,14060,14090,27246
2005/7/27,14095,14095,13940,13975,27976
2005/7/28,13960,13980,13850,13890,30506
2005/7/29,13900,13985,13745,13980,39900
2005/8/1,14015,14065,13925,13930,29572
2005/8/2,13920,13950,13855,13895,21026
2005/8/3,13905,13980,13830,13850,19680
2005/8/4,13800,13820,13685,13685,19208
2005/8/5,13700,13735,13650,13705,19842
2005/8/8,13690,13760,13650,13715,14472
2005/8/9,13695,13730,13505,13525,22240
2005/8/10,13515,13550,13280,13290,31144
2005/8/11,13250,13330,13190,13290,22574
2005/8/12,13240,13375,13205,13340,24182
2005/8/15,13310,13355,13240,13260,19500
2005/8/16,13350,13735,13310,13555,25480
2005/8/17,13565,13675,13500,13535,22704
2005/8/18,13615,13645,13435,13435,20496
2005/8/19,13390,13475,13325,13390,25976
2005/8/22,13425,13645,13425,13645,24476
2005/8/23,13690,13690,13595,13640,17844
2005/8/24,13675,13700,13605,13645,15968
2005/8/25,13605,13735,13555,13730,20204
2005/8/26,13680,13765,13660,13675,21824
2005/8/29,13695,13950,13695,13935,29698
2005/8/30,13930,13980,13860,13925,26888
2005/8/31,14000,14030,13940,13965,24528
2005/9/1,13900,13900,13765,13780,29290
2005/9/2,13795,13900,13750,13860,26872
2005/9/5,13850,14070,13850,14020,20752
2005/9/6,14560,14645,14530,14570,17408
2005/9/7,14130,14190,14085,14115,19628
2005/9/8,14160,14180,14035,14075,15246
2005/9/9,14085,14230,14085,14220,15564
2005/9/12,14220,14250,14190,14210,14276
2005/9/13,14055,14055,13835,13895,16432
2005/9/14,14490,14640,14460,14490,15164
2005/9/15,14395,14425,14330,14415,15118
2005/9/16,14380,14430,14330,14365,16212
2005/9/19,14345,14410,14280,14300,16166
2005/9/20,14620,14680,14620,14670,15308
2005/9/21,14165,14260,14155,14225,15698
2005/9/22,14290,14395,14290,14215,18470
2005/9/23,14380,14405,14330,14345,18854
2005/9/26,14315,14445,14315,14370,21810
2005/9/27,14420,14440,14355,14405,18128
2005/9/28,14585,14655,14560,14390,30032
2005/9/29,14670,14850,14650,14615,34346
2005/9/30,14835,14995,14790,14780,36596
2005/10/3,14835,14995,14790,14780,36596
2005/10/4,14835,14995,14790,14780,36596
2005/10/5,14835,14995,14790,14780,36596
2005/10/6,14835,14995,14790,14780,36596
2005/10/7,14835,14995,14790,14780,36596
2005/10/10,14835,14995,14790,14780,36596
2005/10/11,14835,14995,14790,14780,36596
2005/10/12,14835,14995,14790,14780,36596
2005/10/13,14835,15630,15430,14780,42300
2005/10/14,14835,15630,15430,14780,42300
2005/10/17,15430,15525,15415,15465,21886
2005/10/18,15410,15615,15400,15535,36842
2005/10/19,15480,15495,15220,15290,48314
2005/10/20,15250,15390,15210,15330,34714
2005/10/21,15230,15290,15160,15270,36830
2005/10/24,15360,15580,15335,15570,43938
2005/10/25,15505,15620,15475,15610,47778
2005/10/26,15670,15735,15270,15350,77882
2005/10/27,15340,15395,15180,15255,51314
2005/10/28,15030,15160,15000,15080,49478
2005/10/31,15115,15210,15110,15110,26738
2005/11/1,15065,15185,15060,15120,26696
2005/11/2,15145,15260,15130,15245,31554
2005/11/3,15260,15280,15165,15195,34014
2005/11/4,15180,15280,15170,15275,34792
2005/11/7,15300,15435,15300,15425,42060
2005/11/8,15410,15440,15310,15385,36480
2005/11/9,15380,15400,15090,15130,55050
2005/11/10,15115,15175,15040,15150,35506
2005/11/11,15130,15205,15100,15175,30306
2005/11/14,15450,15490,15410,15420,20704
2005/11/15,15200,15205,15065,15115,26616
2005/11/16,15035,15120,15015,15085,22306
2005/11/17,15005,15170,15005,15170,21832
2005/11/18,15155,15195,15135,15170,21040
2005/11/21,15130,15260,15105,15255,22828
2005/11/22,15485,15500,15400,15465,26544
2005/11/23,15280,15310,15085,15155,30842
2005/11/24,15120,15140,15040,15125,23070
2005/11/25,15390,15420,15350,15355,20394
2005/11/28,15080,15090,14745,14815,37548
2005/11/29,15065,15125,15050,15090,20388
2005/11/30,15090,15200,15080,15160,21018
2005/12/1,15055,15080,15020,15070,20568
2005/12/2,14770,14795,14640,14700,25610
2005/12/5,14835,14980,14820,14970,26332
2005/12/6,15010,15020,14915,14950,26838
2005/12/7,15080,15085,14980,15035,21880
2005/12/8,14910,14980,14870,14955,24924
2005/12/9,14880,14980,14850,14955,23826
2005/12/12,15060,15170,14985,15095,25884
2005/12/13,15100,15140,15045,15075,28370
2005/12/14,15135,15215,15125,15200,33090
2005/12/15,15110,15130,15035,15055,28182
2005/12/16,15190,15250,15190,15235,27406
2005/12/19,15155,15675,15120,15310,29044
2005/12/20,15320,15320,15210,15220,25742
2005/12/21,15185,15210,15090,15185,37414
2005/12/22,15030,15200,15030,15175,23876
2005/12/23,15300,15300,15220,15225,33010
2005/12/26,15420,15495,15415,15495,22888
2005/12/27,15250,15305,15230,15255,24528
2005/12/28,15450,15470,15395,15415,30808
2005/12/29,15250,15270,15180,15250,17736
2005/12/30,15195,15210,15120,15185,19360
2006/1/2,15195,15210,15120,15185,19360
2006/1/3,15195,15210,15120,15185,19360
2006/1/4,15195,15295,15260,15270,14070
2006/1/5,15250,15285,15220,15285,11552
2006/1/6,15265,15345,15240,15315,37740
2006/1/9,15305,15375,15295,15355,27094
2006/1/10,15380,15400,15320,15330,22280
2006/1/11,15330,15345,15290,15295,17392
2006/1/12,15415,15450,15380,15450,14402
2006/1/13,15515,15565,15510,15520,13772
2006/1/16,15320,15355,15295,15340,22648
2006/1/17,15335,15380,15270,15275,27702
2006/1/18,15440,15455,15195,15270,33330
2006/1/19,15210,15275,15150,15245,26934
2006/1/20,15300,15340,15250,15280,22208
2006/1/23,15350,15420,15330,15390,24456
2006/1/24,15250,15255,15175,15180,18310
2006/1/25,15330,15450,15305,15435,17386
2006/1/26,15420,15470,15390,15430,17560
2006/1/27,15440,15515,15430,15470,16960
2006/2/6,15560,15795,15555,15730,55068
2006/2/7,15730,15740,15630,15705,30580
2006/2/8,15440,15490,15335,15375,44454
2006/2/9,15480,15510,15455,15460,17668
2006/2/10,15680,15710,15620,15635,16626
2006/2/13,15380,15380,15315,15350,18610
2006/2/14,15280,15350,15260,15345,15306
2006/2/15,15690,15695,15630,15630,14300
2006/2/16,15590,15625,15565,15625,18518
2006/2/17,15345,15355,15300,15325,14908
2006/2/20,15570,15595,15480,15530,17506
2006/2/21,15450,15450,15290,15370,23036
2006/2/22,15290,15370,15250,15355,16988
2006/2/23,15380,15385,15235,15260,25546
2006/2/24,15250,15260,15210,15225,18222
2006/2/27,15205,15205,15035,15040,20348
2006/2/28,14800,15010,14800,14985,17360
2006/3/1,14995,15040,14990,14995,18746
2006/3/2,15000,15000,14890,14930,18186
2006/3/3,14860,14880,14805,14830,17088
2006/3/6,14650,14650,14540,14575,16978
2006/3/7,14700,14890,14660,14880,17602
2006/3/8,14830,14855,14780,14805,17092
2006/3/9,14810,14935,14800,14930,20662
2006/3/10,14930,14980,14760,14785,21400
2006/3/13,14850,14860,14790,14795,10884
2006/3/14,14600,14650,14565,14630,14774
2006/3/15,14760,14815,14755,14775,15958
2006/3/16,14910,14920,14855,14900,6470
2006/3/17,14860,14885,14860,14860,4594
2006/3/20,14700,14745,14665,14700,5206
2006/3/21,14650,14650,14520,14525,8212
2006/3/22,14500,14520,14395,14395,8424
2006/3/23,14300,14420,14255,14385,9506
2006/3/24,14460,14460,14395,14410,4716
2006/3/27,14405,14480,14370,14475,6482
2006/3/28,14485,14530,14475,14515,4646
2006/3/29,14490,14540,14450,14535,4052
2006/3/30,14550,14610,14525,14610,4946
2006/3/31,14650,14660,14500,14605,7850
2006/4/3,14525,14540,14410,14415,6334
2006/4/4,14440,14510,14380,14500,4306
2006/4/5,14490,14535,14460,14510,4152
2006/4/6,14600,14630,14545,14555,6316
2006/4/7,14530,14545,14460,14470,4308
2006/4/10,14495,14510,14400,14450,5390
2006/4/11,14350,14495,14350,14475,7206
2006/4/12,14410,14515,14390,14495,6232
2006/4/13,14490,14500,14435,14450,4132
2006/4/14,14440,14495,14410,14485,3630
2006/4/19,14705,14750,14700,14750,6022
2006/4/20,14740,14790,14720,14760,5238
2006/4/21,14650,14730,14600,14660,7628
2006/4/24,14660,14710,14650,14680,4246
2006/4/25,14620,14635,14515,14525,6596
2006/4/26,14475,14475,14360,14370,8280
2006/4/27,14435,14435,14380,14420,3830
2006/4/28,14315,14345,14205,14230,8776
2006/5/8,14190,14260,14110,14260,6542
2006/5/9,14300,14355,14250,14340,7062
2006/5/10,14360,14370,14255,14255,6950
2006/5/11,14195,14400,14185,14340,8076
2006/5/12,14430,14450,14350,14400,8332
2006/5/15,14460,14495,14410,14455,8634
2006/5/16,14380,14395,14280,14290,6438
2006/5/17,14320,14380,14300,14365,6616
2006/5/18,14300,14345,14285,14325,4622
2006/5/19,14250,14275,14215,14270,3972
2006/5/22,14185,14325,14165,14320,4408
2006/5/23,14300,14360,14300,14340,3378
2006/5/24,14500,14500,14370,14375,6722
2006/5/25,14350,14365,14275,14315,2744
2006/5/26,14600,14620,14530,14560,2122
2006/5/29,14590,14615,14570,14590,3630
2006/5/30,14580,14590,14545,14585,2098
2006/5/31,14590,14640,14445,14480,5008
2006/6/1,14460,14530,14430,14505,3938
2006/6/2,14620,14620,14550,14590,9028
2006/6/5,14670,14700,14610,14650,8252
2006/6/6,14630,14645,14595,14615,3410
2006/6/7,14550,14640,14550,14640,2828
2006/6/8,14650,14655,14590,14590,3688
2006/6/9,14620,14665,14610,14650,5318
2006/6/12,14630,14650,14585,14595,4350
2006/6/13,14580,14600,14455,14465,5234
2006/6/14,14405,14440,14360,14440,3574
2006/6/15,14860,14880,14680,14695,6266
2006/6/16,14780,14780,14660,14670,1884
2006/6/19,14620,14650,14390,14440,6698
2006/6/20,14350,14475,14350,14445,2426
2006/6/21,14475,14550,14440,14540,2468
2006/6/22,14540,14550,14450,14455,2306
2006/6/23,14350,14520,14340,14515,4388
2006/6/26,14460,14470,14320,14420,4442
2006/6/27,14450,14475,14355,14400,2562
2006/6/28,14385,14415,14200,14225,5466
2006/6/29,14230,14295,14230,14250,4072
2006/6/30,14280,14315,14250,14285,3644
2006/7/3,14280,14315,14250,14285,3644
2006/7/4,14280,14315,14165,14240,3982
2006/7/5,14240,14290,14170,14280,4792
2006/7/6,14280,14320,14245,14255,2694
2006/7/7,14250,14250,14200,14240,4144
2006/7/10,14165,14215,14160,14205,2846
2006/7/11,14215,14235,14190,14215,2148
2006/7/12,14230,14240,14170,14180,2856
2006/7/13,14230,14235,14185,14205,2106
2006/7/14,14180,14190,14050,14050,3346
2006/7/17,14180,14190,13935,13940,1420
2006/7/18,14180,14190,13935,13940,1420
2006/7/19,14065,14065,13985,14035,2172
2006/7/20,14035,14055,13990,13995,1412
2006/7/21,13955,14010,13930,14005,1954
2006/7/24,14065,14080,14025,14065,4250
2006/7/25,14400,14445,14345,14365,2472
2006/7/26,14330,14410,14310,14400,1558
2006/7/27,14375,14430,14340,14370,1198
2006/7/28,14400,14400,14295,14310,1200
2006/7/31,14200,14365,14200,14360,2452
2006/8/1,14360,14360,14220,14245,3114
2006/8/2,14325,14540,14320,14490,10650
2006/8/3,14505,14580,14460,14530,7484
2006/8/4,14565,14595,14480,14505,5286
2006/8/7,14435,14565,14430,14540,3898
2006/8/8,14580,14580,14450,14450,3748
2006/8/9,14450,14490,14400,14400,2926
2006/8/10,14400,14500,14385,14485,3930
2006/8/11,14470,14570,14450,14555,5500
2006/8/14,14465,14465,14265,14295,8028
2006/8/15,14215,14250,14110,14130,5110
2006/8/16,14175,14225,14100,14120,4340
2006/8/17,14090,14130,14040,14120,4124
2006/8/18,14070,14170,14050,14125,3034
2006/8/21,14120,14240,14080,14190,3590
2006/8/22,14185,14205,14140,14170,2306
2006/8/23,14295,14300,14220,14255,2970
2006/8/24,14235,14270,14200,14255,1832
2006/8/25,14280,14280,14220,14225,1146
2006/8/28,14215,14245,14185,14230,1540
2006/8/29,14210,14210,14100,14110,1752
2006/8/30,14210,14210,13865,13880,5888
2006/8/31,13780,13850,13680,13700,5840
2006/9/1,13745,13895,13740,13870,5008
2006/9/4,13755,13775,13600,13675,7532
2006/9/5,13655,13725,13630,13670,3264
2006/9/6,13640,13850,13610,13725,4504
2006/9/7,13700,13840,13685,13825,3100
2006/9/8,13820,13845,13755,13780,2304
2006/9/11,13750,13760,13650,13710,3204
2006/9/12,13650,13775,13650,13770,2646
2006/9/13,13880,13880,13770,13795,1990
2006/9/14,13795,13860,13775,13785,1624
2006/9/15,13715,13790,13715,13785,960
2006/9/18,13795,13795,13710,13740,1780
2006/9/19,13680,13700,13615,13680,1664
2006/9/20,13490,13585,13480,13545,2356
2006/9/21,13545,13595,13530,13535,1264
2006/9/22,13540,13550,13435,13445,2528
2006/9/25,13450,13540,13410,13490,2456
2006/9/26,13500,13520,13425,13505,3384
2006/9/27,13530,13575,13495,13490,2556
2006/9/28,13520,13570,13510,13540,1648
2006/9/29,13505,13540,13485,13545,1746
2006/10/9,13380,13425,13305,13520,3534
2006/10/10,13395,13395,13340,13380,2122
2006/10/11,13320,13335,13220,13365,5096
2006/10/12,13225,13235,13105,13265,6034
2006/10/13,13260,13285,13220,13175,4520
2006/10/16,13175,13295,13175,13255,3410
2006/10/17,13300,13410,13275,13265,7708
2006/10/18,13360,13375,13215,13355,5658
2006/10/19,13200,13295,13200,13305,2794
2006/10/20,13320,13355,13270,13250,3202
2006/10/23,13325,13490,13280,13305,9758
2006/10/24,13510,13550,13420,13415,10940
2006/10/25,13440,13480,13405,13485,5022
2006/10/26,13480,13525,13445,13445,7500
2006/10/27,13545,13595,13465,13495,8490
2006/10/30,14670,14790,13445,14615,6732
2006/10/31,13370,13375,13305,13460,8558
2006/11/1,13320,13375,13320,13340,2454
2006/11/2,13370,13375,13310,13355,2780
2006/11/3,13390,13440,13375,13345,3104
2006/11/6,13900,13975,13900,13965,3628
2006/11/7,13485,13490,13435,13410,3282
2006/11/8,13450,13460,13410,13465,1494
2006/11/9,13930,13960,13850,13940,4770
2006/11/10,13970,13995,13945,13945,3150
2006/11/13,13885,13970,13870,13960,4652
2006/11/14,13855,13915,13805,13840,5926
2006/11/15,13885,13910,13755,13795,5874
2006/11/16,13790,13870,13770,13850,5114
2006/11/17,13770,13790,13720,13785,4942
2006/11/20,13775,13845,13750,13775,3876
2006/11/21,13780,13815,13740,13745,4600
2006/11/22,13785,13980,13745,13960,11344
2006/11/23,13985,14230,13955,14175,38462
2006/11/24,14180,14275,14105,14220,30930
2006/11/27,14250,14325,14160,14270,27632
2006/11/28,14310,14325,14190,14235,25504
2006/11/29,14230,14250,14085,14110,21334
2006/11/30,14085,14190,14070,14145,16704
2006/12/1,14225,14250,14115,14185,17152
2006/12/4,14160,14275,14140,14255,19304
2006/12/5,14210,14295,14185,14280,20392
2006/12/6,14270,14320,14210,14225,27236
2006/12/7,14195,14215,14110,14155,16488
2006/12/8,14130,14195,14125,14150,9078
2006/12/11,14120,14170,14100,14120,9900
2006/12/12,14250,14280,14225,14255,20718
2006/12/13,14265,14215,14145,14170,16192
2006/12/14,14175,14250,14155,14240,14728
2006/12/15,14300,14360,14260,14310,30894
2006/12/18,14290,14305,14250,14305,9580
2006/12/19,14290,14350,14265,14280,14916
2006/12/20,14285,14320,14260,14290,8866
2006/12/21,14240,14255,14180,14245,14558
2006/12/22,14305,14380,14270,14335,26620
2006/12/25,14370,14370,14315,14330,16848
2006/12/26,14350,14350,14280,14285,15232
2006/12/27,14370,14370,14255,14265,22332
2006/12/28,14250,14255,14210,14240,12522
2006/12/29,14295,14310,14235,14305,10614
2007/1/4,14180,14210,14100,14165,14984
2007/1/5,14140,14200,14130,14195,7760
2007/1/8,14175,14210,14175,14195,5582
2007/1/9,14210,14210,14150,14165,4852
2007/1/10,14145,14170,14125,14155,3848
2007/1/11,14150,14165,14130,14140,3716
2007/1/12,14155,14155,13850,13895,22944
2007/1/15,14050,14050,13930,13955,12116
2007/1/16,13960,13960,13880,13910,5070
2007/1/17,13910,13985,13910,13970,4448
2007/1/18,13985,13985,13925,13935,2484
2007/1/19,13895,13895,13800,13825,6988
2007/1/22,13820,13820,13770,13800,4602
2007/1/23,13770,13860,13770,13835,3950
2007/1/24,13870,13895,13860,13865,2778
2007/1/25,13840,13870,13840,13870,1274
2007/1/26,13860,13920,13850,13895,3396
2007/1/29,13885,13935,13870,13910,2732
2007/1/30,13870,13875,13835,13865,2260
2007/1/31,13860,13920,13860,13915,3186
2007/2/1,13935,13955,13925,13940,3016
2007/2/2,13915,13950,13895,13945,2000
2007/2/5,13980,13980,13915,13940,2392
2007/2/6,13960,13975,13935,13950,2580
2007/2/7,13885,13915,13880,13905,2540
2007/2/8,13855,13880,13855,13870,1996
2007/2/9,13870,13895,13855,13865,1886
2007/2/12,13885,13890,13860,13860,1392
2007/2/13,13855,13855,13810,13815,1856
2007/2/14,13855,13855,13810,13830,1826
2007/2/15,13775,13820,13755,13805,2276
2007/2/16,13860,13880,13840,13880,3552
2007/2/26,13910,13925,13885,13895,4284
2007/2/27,13905,13910,13830,13845,2572
2007/2/28,13795,13820,13675,13740,6276
2007/3/1,13740,13785,13665,13680,5058
2007/3/2,13690,13790,13665,13785,5052
2007/3/5,13770,13785,13745,13750,2714
2007/3/6,13710,13790,13710,13780,2926
2007/3/7,14100,14140,14085,14135,1794
2007/3/8,14190,14195,14160,14175,4134
2007/3/9,14175,14175,14135,14165,3204
2007/3/12,14170,14190,14145,14160,4284
2007/3/13,14165,14170,14085,14095,5492
2007/3/14,14040,14070,14010,14035,3818
2007/3/15,14035,14060,14035,14045,3100
2007/3/16,14020,14040,13975,13980,4790
2007/3/19,14010,14010,13850,13910,7024
2007/3/20,13915,13945,13895,13900,4794
2007/3/21,13900,13910,13840,13860,7174
2007/3/22,13870,13875,13815,13825,4338
2007/3/23,13830,13865,13830,13860,3426
2007/3/26,13855,13855,13720,13750,6868
2007/3/27,13750,13700,13650,13680,8126
2007/3/28,13695,13770,13630,13755,12334
2007/3/29,13770,13820,13765,13805,8950
2007/3/30,13815,13845,13770,13800,7058
2007/4/2,13690,13785,13690,13770,6918
2007/4/3,13765,13875,13745,13850,12114
2007/4/4,13840,13885,13830,13860,9374
2007/4/5,13880,13920,13850,13855,10292
2007/4/6,13845,13845,13750,13760,11104
2007/4/9,13800,13820,13720,13775,9278
2007/4/10,13705,13765,13645,13760,10886
2007/4/11,13710,13785,13710,13760,7038
2007/4/12,13780,13780,13675,13680,8396
2007/4/13,13660,13675,13610,13650,8552
2007/4/16,13660,13670,13505,13515,13102
2007/4/17,13480,13515,13440,13455,8706
2007/4/18,13405,13450,13335,13355,12086
2007/4/19,13400,13440,13360,13405,8136
2007/4/20,13355,13495,13310,13450,12044
2007/4/23,13355,13515,13310,13515,5924
2007/4/24,13415,13430,13370,13410,6542
2007/4/25,13350,13455,13350,13425,6982
2007/4/26,13440,13460,13370,13415,5906
2007/4/27,13340,13380,13325,13375,5894
2007/4/30,13300,13380,13300,13335,4986
2007/5/8,13310,13335,13150,13155,10998
2007/5/9,13170,13210,13095,13195,6610
2007/5/10,13195,13225,13155,13165,5344
2007/5/11,13180,13165,13120,13140,5218
2007/5/14,13050,13130,13050,13115,4680
2007/5/15,13050,13075,12955,12970,8992
2007/5/16,13000,13075,13000,13065,4764
2007/5/17,13170,13225,13155,13225,7476
2007/5/18,13250,13250,13135,13145,4084
2007/5/21,13150,13300,13145,13295,6548
2007/5/22,13330,13515,13330,13405,10898
2007/5/23,13905,13915,13825,13850,5110
2007/5/24,13770,13790,13695,13715,6606
2007/5/25,13815,13840,13750,13770,7416
2007/5/28,13815,13925,13750,13885,8148
2007/5/29,13815,13980,13750,13920,10694
2007/5/30,13815,13960,13750,13945,9184
2007/5/31,13960,13980,13885,13905,6716
2007/6/1,13950,13965,13900,13910,6298
2007/6/4,13885,13960,13855,13865,6718
2007/6/5,13840,13855,13780,13830,4406
2007/6/6,13980,13980,13905,13915,7366
2007/6/7,13925,13980,13905,13950,8186
2007/6/8,13980,14120,13950,14090,16368
2007/6/11,14080,14165,14070,14120,10556
2007/6/12,14125,14210,14125,14160,10004
2007/6/13,14125,14200,14090,14090,9992
2007/6/14,14185,14235,14145,14175,9556
2007/6/15,14265,14310,14235,14240,10288
2007/6/18,14305,14395,14305,14385,9290
2007/6/19,14355,14445,14325,14420,9104
2007/6/20,14400,14425,14320,14345,9598
2007/6/21,14500,14550,14450,14485,9272
2007/6/22,14490,14515,14420,14445,6072
2007/6/25,14410,14430,14235,14245,16218
2007/6/26,14260,14330,14205,14315,8716
2007/6/27,14350,14380,14310,14360,6718
2007/6/28,14375,14380,14250,14265,8318
2007/6/29,14240,14295,14220,14240,4138
2007/7/2,14360,14360,14255,14275,5660
2007/7/3,14235,14330,14235,14320,6352
2007/7/4,14340,14370,14295,14350,5110
2007/7/5,14395,14415,14355,14410,4186
2007/7/6,14550,14965,14545,14890,23554
2007/7/9,14940,15200,14880,15160,25920
2007/7/10,15380,15140,14975,15075,27906
2007/7/11,15140,15250,15030,15170,22450
2007/7/12,15145,15225,15070,15160,14014
2007/7/13,15210,15210,15130,15155,9474
2007/7/16,15210,15210,15130,15155,9474
2007/7/18,15210,15210,14920,14950,26170
2007/7/19,15000,15075,14910,15040,24638
2007/7/20,14870,14995,14810,14970,25174
2007/7/23,14845,15085,14845,15085,22748
2007/7/24,15080,15175,15000,15035,20734
2007/7/25,15125,15150,15015,15060,14776
2007/7/26,15070,15105,15020,15070,14584
2007/7/27,14970,14995,14830,14830,24594
2007/7/30,14880,14940,14840,14860,12088
2007/7/31,14935,14965,14900,14915,12406
2007/8/1,14950,14995,14730,14770,21048
2007/8/2,14750,14790,14650,14735,19420
2007/8/3,14780,14980,14750,14970,26566
2007/8/6,14940,15150,14920,15110,30778
2007/8/7,15050,15090,14925,14945,17084
2007/8/8,14840,14885,14750,14885,20982
2007/8/9,14900,14970,14830,14835,16968
2007/8/10,14750,14895,14740,14875,14504
2007/8/13,14825,14875,14715,14825,20248
2007/8/14,14820,14920,14785,14855,20220
2007/8/15,14785,14800,14750,14790,16522
2007/8/16,14760,14780,14690,14755,12876
2007/8/17,14520,14565,14405,14405,27346
2007/8/20,14520,14565,14405,14475,11652
2007/8/21,14560,14630,14505,14510,13622
2007/8/22,14490,14495,14400,14465,15252
2007/8/23,14480,14490,14415,14440,9118
2007/8/24,14490,14490,14300,14310,18006
2007/8/27,14290,14305,14155,14260,21178
2007/8/28,14185,14280,14155,14180,18298
2007/8/29,14230,14255,14180,14195,9920
2007/8/30,14205,14295,14165,14265,19498
2007/8/31,14380,14440,14340,14420,20570
2007/9/3,14520,14560,14410,14415,16348
2007/9/4,14420,14420,14260,14265,23070
2007/9/5,14300,14300,14205,14225,16366
2007/9/6,14180,14180,14025,14050,27210
2007/9/7,14050,14165,14035,14155,17242
2007/9/10,14145,14145,13950,13980,21946
2007/9/11,14025,14450,13985,14425,52404
2007/9/12,14480,14520,14295,14390,51760
2007/9/13,14500,14500,14370,14450,30336
2007/9/14,14480,14640,14385,14495,54896
2007/9/17,15090,15145,15000,15030,37930
2007/9/18,15090,15295,15050,15195,93332
2007/9/19,15275,15280,14980,15025,61518
2007/9/20,14900,14970,14715,14730,50870
2007/9/21,14805,14880,14700,14810,44790
2007/9/24,14930,15110,14840,15105,81732
2007/9/25,15050,15130,14975,14975,59366
2007/9/26,14960,15020,14920,15005,31752
2007/9/27,14980,15015,14850,14860,32910
2007/9/28,14905,14975,14875,14915,27328
2007/10/8,14770,15200,14770,15125,50126
2007/10/9,15120,15245,15025,15225,66544
2007/10/10,15280,15520,15240,15310,124202
2007/10/11,15365,15420,15255,15340,60146
2007/10/12,15310,15500,15290,15435,86468
2007/10/15,15475,15595,15470,15560,66432
2007/10/16,15520,15550,15410,15480,59068
2007/10/17,15500,15620,15425,15435,78578
2007/10/18,15450,15490,15335,15440,52704
2007/10/19,15555,15595,15485,15500,57682
2007/10/22,15485,15660,15420,15540,113722
2007/10/23,15545,15590,15135,15275,104536
2007/10/24,15315,15330,15175,15230,49156
2007/10/25,15120,15170,15010,15030,70606
2007/10/26,15110,15220,15085,15210,37022
2007/10/29,15245,15375,15220,15345,47488
2007/10/30,15350,15350,15155,15180,35966
2007/10/31,15105,15280,15080,15255,37986
2007/11/1,15300,15320,15180,15195,27352
2007/11/2,15135,15220,15090,15135,27148
2007/11/5,15190,15240,15095,15105,32672
2007/11/6,15100,15170,15055,15135,44134
2007/11/7,15230,15395,15185,15390,93872
2007/11/8,15310,15360,15240,15265,59796
2007/11/9,15265,15270,15155,15195,35564
2007/11/12,15200,15200,15105,15140,28750
2007/11/13,15000,15000,14850,14885,57630
2007/11/14,14875,14945,14875,14920,17974
2007/11/15,14910,14930,14780,14840,33716
2007/11/16,14745,14815,14680,14815,29412
2007/11/19,14780,14955,14760,14870,30632
2007/11/20,14800,14830,14700,14825,26882
2007/11/21,14850,14910,14805,14820,19350
2007/11/22,14760,14875,14745,14840,20272
2007/11/23,14835,14895,14760,14855,28900
2007/11/26,14900,14980,14860,14935,36620
2007/11/27,14800,14850,14760,14770,24500
2007/11/28,14715,14795,14715,14735,14662
2007/11/29,14900,14900,14800,14815,20946
2007/11/30,14755,14785,14680,14725,21786
2007/12/3,14610,14655,14580,14635,15130
2007/12/4,14660,14665,14595,14625,10278
2007/12/5,14660,14660,14555,14580,17044
2007/12/6,14550,14600,14530,14570,10454
2007/12/7,14610,14660,14580,14655,20252
2007/12/10,14700,14710,14620,14650,15860
2007/12/11,14660,14695,14630,14660,9798
2007/12/12,14620,14630,14570,14585,10406
2007/12/13,14700,14700,14630,14635,14442
2007/12/14,14630,14640,14580,14635,7256
2007/12/17,14690,14840,14665,14815,42638
2007/12/18,14800,14820,14740,14750,21434
2007/12/19,14750,14835,14725,14830,16878
2007/12/20,14860,14870,14805,14805,20266
2007/12/21,14795,14840,14755,14815,14568
2007/12/24,14855,14930,14815,14840,32160
2007/12/25,14855,14855,14790,14810,10038
2007/12/26,14800,14870,14800,14835,13746
2007/12/27,14880,14900,14780,14780,21386
2007/12/28,14835,14870,14720,14805,21984
2007/12/31,14835,14870,14720,14805,21984
2008/1/1,14835,14870,14720,14805,21984
2008/1/2,14815,14870,14775,14845,17490
2008/1/3,14905,15040,14860,14990,65846
2008/1/4,14975,15045,14935,15005,29942
2008/1/7,14965,15105,14965,15070,31586
2008/1/8,15080,15095,14990,15005,23364
2008/1/9,15065,15070,14995,15035,13868
2008/1/10,14980,15000,14890,14905,21394
2008/1/11,14800,14850,14745,14775,25262
2008/1/14,14950,14975,14905,14950,26556
2008/1/15,14980,15020,14880,14910,24032
2008/1/16,14945,14960,14770,14840,20606
2008/1/17,14830,14900,14790,14895,12924
2008/1/18,14880,14925,14790,14820,14384
2008/1/21,14780,14820,14765,14790,7370
2008/1/22,14730,14730,14535,14600,22146
2008/1/23,14650,14765,14650,14765,11096
2008/1/24,14610,14690,14575,14675,11972
2008/1/25,14730,14760,14670,14685,6822
2008/1/28,14650,14725,14650,14680,6548
2008/1/29,14745,14745,14680,14695,3110
2008/1/31,14660,14680,14625,14660,4242
2008/2/1,14960,14975,14930,14955,4258
2008/2/4,15020,15070,14980,15045,7786
2008/2/5,15055,15100,15030,15090,7100
2008/2/13,15000,15025,14965,15015,8236
2008/2/14,15040,15180,15020,15155,28908
2008/2/15,15255,15280,15155,15185,21360
2008/2/18,15150,15300,15150,15255,36192
2008/2/19,15265,15270,15170,15215,22978
2008/2/20,15265,15400,15230,15285,70474
